"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"646","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","1","27","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"647","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","1","27","StdCyclomaticComplexity","The class 'RelatedObjectsClass' has a Standard Cyclomatic Complexity of 5 (Highest = 21).","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"648","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","1","27","CognitiveComplexity","The class 'RelatedObjectsClass' has a total cognitive complexity of 85 (highest 51), current threshold is 50","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"649","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","1","27","CyclomaticComplexity","The class 'RelatedObjectsClass' has a total cyclomatic complexity of 71 (highest 28).","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"650","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","1","27","ExcessivePublicCount","This class has a bunch of public methods and attributes","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#excessivepubliccount","Design","pmd"
"651","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","8","38","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"652","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","10","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"653","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","10","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"654","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","36","38","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"655","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","43","42","LocalVariableNamingConventions","The local variable name 'MapofField' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"656","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","43","42","VariableNamingConventions","Variables should start with a lowercase character, 'MapofField' starts with uppercase character.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"657","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","47","40","LocalVariableNamingConventions","The local variable name 'F' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"658","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","47","40","VariableNamingConventions","Variables should start with a lowercase character, 'F' starts with uppercase character.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"659","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","51","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"660","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","51","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"661","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","61","40","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"662","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","67","38","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"663","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","73","46","LocalVariableNamingConventions","The local variable name 'MapofField' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"664","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","73","46","VariableNamingConventions","Variables should start with a lowercase character, 'MapofField' starts with uppercase character.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"665","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","76","44","LocalVariableNamingConventions","The local variable name 'F' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"666","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","76","44","VariableNamingConventions","Variables should start with a lowercase character, 'F' starts with uppercase character.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"667","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","90","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"668","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","90","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"669","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","101","48","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"670","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","103","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"671","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","103","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"672","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","112","35","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"673","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","112","35","CyclomaticComplexity","The method 'getFieldsWrapper(String)' has a cyclomatic complexity of 14.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"674","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","137","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"675","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","137","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"676","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","147","43","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"677","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","148","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"678","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","148","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"679","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","156","22","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"680","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","158","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"681","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","158","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"682","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","161","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"683","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","161","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"684","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","164","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"685","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","164","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"686","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","181","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"687","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","181","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"688","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","192","26","ExcessiveParameterList","Avoid long parameter lists.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"689","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","192","26","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"690","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","192","26","StdCyclomaticComplexity","The method 'createRuleCondition' has a Standard Cyclomatic Complexity of 21.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"691","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","192","26","NcssMethodCount","The method 'createRuleCondition()' has an NCSS line count of 106","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"692","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","192","26","CognitiveComplexity","The method 'createRuleCondition(String, String, List<Id>, String)' has a cognitive complexity of 51, current threshold is 15","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"693","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\RelatedObjectsClass.cls","192","26","CyclomaticComplexity","The method 'createRuleCondition(String, String, List<Id>, String)' has a cyclomatic complexity of 28.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
